id	n	tau	factorization
1735	507510784	69	2^22*11^2
1736	508141764	135	2^2*3^2*13^2*17^4
1737	509495184	315	2^4*3^6*11^2*19^2
1738	511212100	243	2^2*5^2*7^2*17^2*19^2
1739	511981129	21	11^6*17^2
1740	512479044	189	2^2*3^2*7^6*11^2
1741	514382400	567	2^6*3^8*5^2*7^2
1742	517244049	75	3^4*7^2*19^4
1743	517562500	189	2^2*5^6*7^2*13^2
1744	519840000	405	2^8*3^2*5^4*19^2
1745	520524225	105	3^6*5^2*13^4
1746	522031104	351	2^12*3^2*7^2*17^2
1747	522991161	105	3^6*7^2*11^4
1748	523494400	297	2^10*5^2*11^2*13^2
1749	525876624	375	2^4*3^4*7^4*13^2
1750	526702500	315	2^2*3^6*5^4*17^2
1751	528264256	105	2^6*13^4*17^2
1752	528540100	135	2^2*5^2*11^4*19^2
1753	530841600	285	2^18*3^4*5^2
1754	532917225	99	3^10*5^2*19^2
1755	533610000	675	2^4*3^2*5^4*7^2*11^2
1756	533794816	65	2^12*19^4
1757	534534400	135	2^8*5^2*17^4
1758	536663556	243	2^2*3^8*11^2*13^2
1759	538472025	243	3^2*5^2*7^2*13^2*17^2
1760	539725824	195	2^12*3^2*11^4
1761	540841536	315	2^6*3^4*17^2*19^2
1762	541725625	75	5^4*7^4*19^2
1763	542703616	153	2^16*7^2*13^2
1764	544008976	105	2^4*7^6*17^2
1765	544195584	143	2^10*3^12
1766	546390625	63	5^6*11^2*17^2
1767	547560000	525	2^6*3^4*5^4*13^2
1768	547934464	243	2^8*7^2*11^2*19^2
1769	547981281	45	3^8*17^4
1770	550606225	45	5^2*13^2*19^4
1771	553190400	495	2^10*3^2*5^2*7^4
1772	555167844	405	2^2*3^4*7^2*11^2*17^2
1773	556724025	135	3^2*5^2*11^4*13^2
1774	558140625	147	3^6*5^6*7^2
1775	559795600	225	2^4*5^2*7^2*13^4
1776	562258944	297	2^10*3^2*13^2*19^2
1777	562448656	125	2^4*7^4*11^4
1778	564062500	81	2^2*5^8*19^2
1779	564537600	567	2^8*3^6*5^2*11^2
1780	566440000	315	2^6*5^4*7^2*17^2
1781	567106596	165	2^2*3^10*7^4
1782	567678276	135	2^2*3^2*11^2*19^4
1783	569681424	315	2^4*3^6*13^2*17^2
1784	572932096	135	2^14*11^2*17^2
1785	573123600	675	2^4*3^4*5^2*7^2*19^2
1786	573985764	105	2^2*3^4*11^6
1787	576000000	273	2^12*3^2*5^6
1788	576480100	81	2^2*5^2*7^8
1789	577152576	567	2^6*3^2*7^2*11^2*13^2
1790	578739249	45	3^14*11^2
1791	584043889	21	11^2*13^6
1792	585252864	315	2^14*3^6*7^2
1793	585640000	175	2^6*5^4*11^4
1794	585930436	135	2^2*7^4*13^2*19^2
1795	586850625	135	3^2*5^4*17^2*19^2
1796	588305025	225	3^4*5^2*7^4*11^2
1797	589324176	225	2^4*3^2*7^2*17^4
1798	590490000	275	2^4*3^10*5^4
1799	590976100	243	2^2*5^2*11^2*13^2*17^2
1800	591462400	153	2^16*5^2*19^2
1801	592240896	225	2^8*3^4*13^4
1802	594140625	81	3^2*5^8*13^2
1803	597949209	135	3^4*11^2*13^2*19^2
1804	599270400	495	2^10*3^4*5^2*17^2
1805	600250000	175	2^4*5^6*7^4
1806	602604304	75	2^4*17^2*19^4
1807	603439225	21	5^2*17^6
1808	603684900	567	2^2*3^6*5^2*7^2*13^2
1809	603979776	81	2^26*3^2
1810	606341376	243	2^8*3^8*19^2
1811	607129600	351	2^12*5^2*7^2*11^2
1812	609299856	225	2^4*3^2*11^4*17^2
1813	609892416	245	2^6*3^4*7^6
1814	610090000	225	2^4*5^4*13^2*19^2
1815	612562500	315	2^2*3^4*5^6*11^2
1816	612661504	243	2^8*7^2*13^2*17^2
1817	614345796	117	2^2*3^12*17^2
1818	617174649	75	3^2*7^4*13^4
1819	618566641	81	7^2*11^2*17^2*19^2
1820	622402704	405	2^4*3^8*7^2*11^2
1821	623001600	405	2^14*3^2*5^2*13^2
1822	624500100	405	2^2*3^2*5^2*7^4*17^2
1823	625000000	77	2^6*5^10
1824	626250625	135	5^4*7^2*11^2*13^2
1825	629006400	567	2^6*3^2*5^2*11^2*19^2
1826	629407744	95	2^18*7^4
1827	631868769	105	3^6*7^4*19^2
1828	633428224	135	2^8*11^4*13^2
1829	634737636	243	2^2*3^2*13^2*17^2*19^2
1830	635040000	675	2^8*3^4*5^4*7^2
1831	637310025	189	3^6*5^2*11^2*17^2
1832	638572900	135	2^2*5^2*7^2*19^4
1833	638673984	231	2^6*3^10*13^2
1834	639533521	21	11^6*19^2
1835	642318336	255	2^16*3^4*11^2
1836	642622500	225	2^2*3^2*5^4*13^4
1837	645668100	405	2^2*3^2*5^2*7^2*11^4
1838	646786624	105	2^6*11^2*17^4
1839	649230400	315	2^6*5^2*7^4*13^2
1840	650250000	315	2^4*3^2*5^6*17^2
1841	651015225	117	3^12*5^2*7^2
1842	652087296	351	2^12*3^2*7^2*19^2
1843	655360000	105	2^20*5^4
1844	657922500	315	2^2*3^6*5^4*19^2
1845	659873344	105	2^6*13^4*19^2
1846	660695616	441	2^6*3^6*7^2*17^2
1847	661775625	105	3^2*5^4*7^6
1848	662547600	675	2^4*3^4*5^2*11^2*13^2
1849	667705600	243	2^8*5^2*17^2*19^2
1850	668584449	75	3^4*13^4*17^2
1851	669360384	405	2^8*3^2*7^4*11^2
1852	671846400	351	2^12*3^8*5^2
1853	672624225	243	3^2*5^2*7^2*13^2*19^2
1854	675584064	175	2^6*3^4*19^4
1855	676000000	189	2^8*5^6*13^2
1856	676520100	225	2^2*3^4*5^2*17^4
1857	677352676	135	2^2*7^2*11^2*13^4
1858	679540624	105	2^4*7^6*19^2
1859	681836544	171	2^18*3^2*17^2
1860	682515625	63	5^6*11^2*19^2
1861	683090496	245	2^6*3^6*11^4
1862	684502569	81	3^8*17^2*19^2
1863	685392400	405	2^4*5^2*7^2*11^2*17^2
1864	686859264	495	2^10*3^4*7^2*13^2
1865	688747536	85	2^4*3^16
1866	689062500	243	2^2*3^2*5^8*7^2
1867	691637401	45	7^2*13^2*17^4
1868	693005625	135	3^8*5^4*13^2
1869	693479556	405	2^2*3^4*7^2*11^2*19^2
1870	695060496	105	2^4*3^2*13^6
1871	696960000	495	2^10*3^2*5^4*11^2
1872	697540921	27	7^8*11^2
1873	700131600	525	2^4*3^6*5^2*7^4
1874	703310400	567	2^6*3^2*5^2*13^2*17^2
1875	707560000	315	2^6*5^4*7^2*19^2
1876	708624400	105	2^4*5^2*11^6
1877	708837376	69	2^22*13^2
1878	710542336	165	2^10*7^4*17^2
1879	711608976	315	2^4*3^6*13^2*19^2
1880	714492900	297	2^2*3^10*5^2*11^2
1881	715081081	45	11^4*13^2*17^2
1882	715669504	135	2^14*11^2*19^2
1883	715776516	189	2^2*3^2*7^6*13^2
1884	716900625	225	3^4*5^4*7^2*17^2
1885	722534400	459	2^16*3^2*5^2*7^2
1886	725117184	405	2^8*3^4*11^2*17^2
1887	726302500	225	2^2*5^4*7^4*11^2
1888	729000000	343	2^6*3^6*5^6
1889	730458729	189	3^6*7^2*11^2*13^2
1890	731161600	165	2^10*5^2*13^4
1891	733055625	75	3^2*5^4*19^4
1892	734626816	165	2^10*7^2*11^4
1893	736145424	405	2^4*3^2*7^2*17^2*19^2
1894	738208900	243	2^2*5^2*11^2*13^2*19^2
1895	739840000	195	2^12*5^4*17^2
1896	740710656	297	2^8*3^10*7^2
1897	741200625	125	3^4*5^4*11^4
1898	745290000	675	2^4*3^2*5^4*7^2*13^2
1899	748569600	495	2^10*3^4*5^2*19^2
1900	749554884	135	2^2*3^8*13^4
1901	752734096	35	2^4*19^6
1902	752953600	189	2^8*5^2*7^6
1903	753777025	45	5^2*17^4*19^2
1904	753831936	351	2^12*3^2*11^2*13^2
1905	755645121	135	3^2*7^4*11^2*17^2
1906	756250000	135	2^4*5^8*11^2
1907	758451600	405	2^4*3^8*5^2*17^2
1908	761097744	225	2^4*3^2*11^4*19^2
1909	763140625	63	5^6*13^2*17^2
1910	764411904	147	2^20*3^6
1911	765296896	243	2^8*7^2*13^2*19^2
1912	767400804	117	2^2*3^12*19^2
1913	768398400	945	2^6*3^4*5^2*7^2*11^2
1914	769729536	165	2^10*3^2*17^4
1915	771895089	63	3^8*7^6
1916	772673209	45	7^2*11^2*19^4
1917	775399716	405	2^2*3^4*7^2*13^2*17^2
1918	777573225	135	3^2*5^2*11^2*13^4
1919	780084900	405	2^2*3^2*5^2*7^4*19^2
1920	781258401	63	3^2*7^2*11^6
1921	784000000	231	2^10*5^6*7^2
1922	785568784	225	2^4*7^4*11^2*13^2
1923	786802500	405	2^2*3^2*5^4*11^2*17^2
1924	788486400	567	2^8*3^6*5^2*13^2
1925	791015625	55	3^4*5^10
1926	792872964	135	2^2*3^2*13^2*19^4
1927	792985600	171	2^18*5^2*11^2
1928	796086225	189	3^6*5^2*11^2*19^2
1929	796594176	325	2^12*3^4*7^4
1930	800210944	135	2^14*13^2*17^2
1931	801682596	225	2^2*3^4*11^4*13^2
1932	802135684	75	2^2*7^4*17^4
1933	803722500	405	2^2*3^8*5^4*7^2
1934	806105664	315	2^6*3^2*7^2*13^4
1935	807923776	189	2^6*11^2*17^2*19^2
1936	808321761	45	3^14*13^2
1937	812250000	315	2^4*3^2*5^6*19^2
1938	812934144	297	2^10*3^8*11^2
1939	815673600	729	2^8*3^2*5^2*7^2*17^2
1940	815730721	9	13^8
1941	817960000	315	2^6*5^4*11^2*13^2
1942	818589321	75	3^4*11^2*17^4
1943	821682225	225	3^4*5^2*7^4*13^2
1944	822083584	75	2^24*7^2
1945	825297984	441	2^6*3^6*7^2*19^2
1946	825412900	135	2^2*5^2*13^4*17^2
1947	829324804	135	2^2*7^2*11^4*17^2
1948	829440000	375	2^14*3^4*5^4
1949	830131344	135	2^4*3^2*7^8
1950	833765625	189	3^2*5^6*7^2*11^2
1951	834054400	135	2^8*5^2*19^4
1952	835152201	75	3^4*13^4*19^2
1953	835210000	125	2^4*5^4*17^4
1954	836192889	99	3^10*7^2*17^2
1955	843321600	405	2^8*3^2*5^2*11^4
1956	845064900	405	2^2*3^4*5^2*17^2*19^2
1957	847159236	315	2^2*3^6*7^4*11^2
1958	847974400	351	2^12*5^2*7^2*13^2
1959	850014025	63	5^2*7^6*17^2
1960	850305600	273	2^6*3^12*5^2
1961	851005584	405	2^4*3^2*11^2*13^2*17^2
1962	851705856	171	2^18*3^2*19^2
1963	855036081	45	3^8*19^4
1964	855562500	315	2^2*3^4*5^6*13^2
1965	856147600	405	2^4*5^2*7^2*11^2*19^2
1966	857435524	27	2^2*11^8
1967	862949376	273	2^12*3^6*17^2
1968	863948449	81	7^2*13^2*17^2*19^2
1969	864360000	525	2^6*3^2*5^4*7^4
1970	864536409	55	3^10*11^4
1971	868952484	63	2^2*3^2*17^6
1972	869306256	405	2^4*3^8*7^2*13^2
1973	874266624	405	2^14*3^2*7^2*11^2
1974	874680625	75	5^4*7^2*13^4
1975	878529600	567	2^6*3^2*5^2*13^2*19^2
1976	878826025	75	5^2*7^4*11^4
1977	882090000	525	2^4*3^6*5^4*11^2
1978	884705536	135	2^8*11^2*13^4
1979	885062500	189	2^2*5^6*7^2*17^2
1980	887563264	165	2^10*7^4*19^2
1981	890127225	189	3^6*5^2*13^2*17^2
1982	893232769	45	11^4*13^2*19^2
1983	895206400	297	2^10*5^2*11^2*17^2
1984	895505625	225	3^4*5^4*7^2*19^2
1985	897122304	255	2^16*3^4*13^2
1986	899280144	375	2^4*3^4*7^4*17^2
1987	900000000	243	2^8*3^2*5^8
1988	901800900	729	2^2*3^2*5^2*7^2*11^2*13^2
1989	903363136	105	2^6*13^2*17^4
1990	905769216	405	2^8*3^4*11^2*19^2
1991	911073856	147	2^6*7^6*11^2
1992	914457600	693	2^10*3^6*5^2*7^2
1993	915062500	105	2^2*5^6*11^4
1994	917726436	243	2^2*3^8*11^2*17^2
1995	919544976	225	2^4*3^2*7^2*19^4
1996	920819025	135	3^2*5^2*7^2*17^4
1997	922640625	77	3^10*5^6
1998	924160000	195	2^12*5^4*19^2
1999	925376400	375	2^4*3^4*5^2*13^4
2000	928055296	153	2^16*7^2*17^2
2001	929762064	375	2^4*3^4*7^2*11^4
2002	934891776	405	2^8*3^2*7^4*13^2
2003	936360000	525	2^6*3^4*5^4*17^2
2004	937461924	135	2^2*3^14*7^2
2005	937890625	45	5^8*7^4
2006	941569225	45	5^2*17^2*19^4
2007	943718400	207	2^22*3^2*5^2
2008	943902729	135	3^2*7^4*11^2*19^2
2009	946054564	63	2^2*7^2*13^6
2010	947408400	405	2^4*3^8*5^2*19^2
2011	948640000	405	2^8*5^4*7^2*11^2
2012	952031025	135	3^2*5^2*11^4*17^2
2013	952956900	315	2^2*3^4*5^2*7^6
2014	953265625	63	5^6*13^2*19^2
2015	954068544	441	2^6*3^6*11^2*13^2
2016	957283600	405	2^4*5^2*7^2*13^2*17^2
2017	959512576	85	2^16*11^4
2018	961496064	297	2^10*3^2*17^2*19^2
2019	967458816	165	2^14*3^10
2020	968578884	405	2^2*3^4*7^2*13^2*19^2
2021	972504225	243	3^8*5^2*7^2*11^2
2022	973440000	495	2^10*3^2*5^4*13^2
2023	974188944	175	2^4*3^6*17^4
2024	974251369	27	7^8*13^2
2025	976562500	39	2^2*5^12
2026	982822500	405	2^2*3^2*5^4*11^2*19^2
2027	983449600	225	2^14*5^2*7^4
2028	986965056	567	2^6*3^2*7^2*11^2*17^2
2029	989731600	225	2^4*5^2*11^4*13^2
2030	992250000	525	2^4*3^4*5^6*7^2
2031	997928100	297	2^2*3^10*5^2*13^2
2032	998749609	45	11^2*13^4*17^2
2033	999571456	135	2^14*13^2*19^2
2034	1001975716	135	2^2*7^4*17^2*19^2
2035	1003622400	585	2^12*3^4*5^2*11^2
2036	1008189504	315	2^6*3^8*7^4
2037	1009205824	105	2^6*11^2*19^4
2038	1010604100	135	2^2*5^2*11^2*17^4
2039	1012766976	405	2^8*3^4*13^2*17^2
2040	1014422500	225	2^2*5^4*7^4*13^2
2041	1016015625	81	3^2*5^8*17^2
2042	1018886400	729	2^8*3^2*5^2*7^2*19^2
2043	1020227481	105	3^6*7^2*13^4
2044	1020419136	147	2^6*3^2*11^6
2045	1022528529	135	3^4*11^2*17^2*19^2
2046	1024000000	119	2^16*5^6
2047	1026049024	297	2^10*7^2*11^2*13^2
2048	1028869776	195	2^4*3^12*11^2
2049	1031052100	135	2^2*5^2*13^4*19^2
2050	1032336900	567	2^2*3^6*5^2*7^2*17^2
2051	1035230625	225	3^4*5^4*11^2*13^2
2052	1035938596	135	2^2*7^2*11^4*19^2
2053	1040449536	285	2^18*3^4*7^2
2054	1043290000	225	2^4*5^4*17^2*19^2
2055	1044517761	99	3^10*7^2*19^2
2056	1045875600	675	2^4*3^2*5^2*7^4*11^2
2057	1047687424	135	2^8*7^2*17^4
2058	1049760000	405	2^8*3^8*5^4
2059	1052872704	195	2^12*3^2*13^4
2060	1055405169	135	3^2*7^4*13^2*17^2
2061	1055600100	225	2^2*3^4*5^2*19^4
2062	1056250000	135	2^4*5^8*13^2
2063	1061782225	63	5^2*7^6*19^2
2064	1063020816	405	2^4*3^2*11^2*13^2*19^2
2065	1065369600	405	2^14*3^2*5^2*17^2
2066	1067328900	315	2^2*3^6*5^2*11^4
2067	1070925625	135	5^4*7^2*11^2*17^2
2068	1073217600	945	2^6*3^4*5^2*7^2*13^2
2069	1073741824	31	2^30
2070	1076168025	51	3^16*5^2
2071	1077940224	273	2^12*3^6*19^2
2072	1079188201	45	7^2*13^2*19^4
2073	1083199744	135	2^8*11^4*17^2
2074	1084253184	231	2^10*3^2*7^6
2075	1085438916	135	2^2*3^2*17^4*19^2
2076	1086032025	63	3^2*5^2*13^6
2077	1089000000	441	2^6*3^2*5^6*11^2
2078	1091179089	135	3^2*7^2*11^4*13^2
2079	1092170304	231	2^6*3^10*17^2
2080	1093955625	175	3^6*5^4*7^4
2081	1097199376	125	2^4*7^4*13^4
2082	1098922500	405	2^2*3^2*5^4*13^2*17^2
2083	1105562500	189	2^2*5^6*7^2*19^2
2084	1106493696	567	2^8*3^6*7^2*11^2
2085	1107225625	35	5^4*11^6
2086	1107558400	171	2^18*5^2*13^2
2087	1110222400	315	2^6*5^2*7^4*17^2
2088	1111889025	189	3^6*5^2*13^2*19^2
2089	1118233600	297	2^10*5^2*11^2*19^2
2090	1119705444	225	2^2*3^4*11^2*13^4
2091	1123322256	375	2^4*3^4*7^4*19^2
2092	1128422464	189	2^6*13^2*17^2*19^2
2093	1128960000	585	2^12*3^2*5^4*7^2
2094	1129900996	33	2^2*7^10
2095	1132995600	675	2^4*3^4*5^2*11^2*17^2
2096	1135420416	297	2^10*3^8*13^2
2097	1139062500	189	2^2*3^6*5^8
2098	1141899264	189	2^20*3^2*11^2
2099	1142440000	175	2^6*5^4*13^4
2100	1143318969	75	3^4*13^2*17^4
2101	1146364164	243	2^2*3^8*11^2*19^2
2102	1147854400	315	2^6*5^2*7^2*11^4
2103	1150227225	243	3^2*5^2*7^2*17^2*19^2
2104	1153077849	105	3^4*7^6*11^2
2105	1156000000	189	2^8*5^6*17^2
2106	1157360400	495	2^4*3^10*5^2*7^2
2107	1158313156	243	2^2*7^2*11^2*13^2*17^2
2108	1159266304	153	2^16*7^2*19^2
2109	1164515625	189	3^2*5^6*7^2*13^2
2110	1169640000	525	2^6*3^4*5^4*19^2
2111	1174569984	495	2^10*3^4*7^2*17^2
2112	1176147025	21	5^2*19^6
2113	1176490000	175	2^4*5^4*7^6
2114	1177862400	729	2^8*3^2*5^2*11^2*13^2
2115	1181640625	33	5^10*11^2
2116	1182740881	21	7^2*17^6
2117	1183222404	315	2^2*3^6*7^4*13^2
2118	1185080625	135	3^8*5^4*17^2
2119	1188594576	225	2^4*3^2*13^4*17^2
2120	1189215225	135	3^2*5^2*11^4*19^2
2121	1189974016	195	2^12*7^4*11^2
2122	1194393600	357	2^16*3^6*5^2
2123	1195776400	405	2^4*5^2*7^2*13^2*19^2
2124	1197575236	63	2^2*11^6*13^2
2125	1200622500	675	2^2*3^4*5^4*7^2*11^2
2126	1201038336	165	2^10*3^2*19^4
2127	1202702400	315	2^6*3^2*5^2*17^4
2128	1207493001	99	3^10*11^2*13^2
2129	1212153856	69	2^22*17^2
2130	1214383104	275	2^10*3^4*11^4
2131	1216893456	315	2^4*3^6*17^2*19^2
2132	1221083136	405	2^14*3^2*7^2*13^2
2133	1222830961	25	11^4*17^4
2134	1224020196	189	2^2*3^2*7^6*17^2
2135	1224440064	135	2^8*3^14
2136	1225000000	189	2^6*5^8*7^2
2137	1227451225	135	5^2*7^4*11^2*13^2
2138	1232010000	525	2^4*3^6*5^4*13^2
2139	1232852544	567	2^6*3^2*7^2*11^2*19^2
2140	1235663104	63	2^8*13^6
2141	1239040000	225	2^14*5^4*11^2
2142	1244678400	675	2^8*3^4*5^2*7^4
2143	1247573041	45	11^2*13^4*19^2
2144	1249127649	189	3^6*7^2*11^2*17^2
2145	1250329600	297	2^10*5^2*13^2*17^2
2146	1251602884	75	2^2*7^4*19^4
2147	1259540100	405	2^2*3^2*5^2*7^2*13^4
2148	1262380900	243	2^2*5^2*11^2*17^2*19^2
2149	1265082624	405	2^8*3^4*13^2*19^2
2150	1265509476	225	2^2*3^2*7^4*11^4
2151	1269140625	81	3^2*5^8*19^2
2152	1270209600	567	2^6*3^8*5^2*11^2
2153	1272491584	147	2^6*7^6*13^2
2154	1274490000	675	2^4*3^2*5^4*7^2*17^2
2155	1275989841	65	3^12*7^4
2156	1277276121	75	3^4*11^2*19^4
2157	1278062500	189	2^2*5^6*11^2*13^2
2158	1281783204	243	2^2*3^8*13^2*17^2
2159	1284505600	189	2^20*5^2*7^2
2160	1289097216	351	2^12*3^2*11^2*17^2
2161	1289528100	567	2^2*3^6*5^2*7^2*19^2
2162	1291467969	49	3^6*11^6
2163	1296000000	385	2^10*3^4*5^6
2164	1297080225	81	3^2*5^2*7^8
2165	1298593296	675	2^4*3^4*7^2*11^2*13^2
2166	1303210000	125	2^4*5^4*19^4
2167	1305015625	35	5^6*17^4
2168	1308702976	243	2^8*7^2*17^2*19^2
2169	1316818944	351	2^12*3^8*7^2
2170	1317690000	375	2^4*3^2*5^4*11^4
2171	1318343481	135	3^2*7^4*13^2*19^2
2172	1324960000	405	2^8*5^4*7^2*13^2
2173	1325979396	225	2^2*3^4*7^2*17^4
2174	1328602500	195	2^2*3^12*5^4
2175	1329696225	243	3^2*5^2*11^2*13^2*17^2
2176	1330790400	405	2^14*3^2*5^2*19^2
2177	1332542016	245	2^6*3^6*13^4
2178	1337730625	135	5^4*7^2*11^2*19^2
2179	1340145664	153	2^16*11^2*13^2
2180	1343369104	225	2^4*7^4*11^2*17^2
2181	1348358400	567	2^8*3^6*5^2*17^2
2182	1350562500	315	2^2*3^2*5^6*7^4
2183	1353062656	135	2^8*11^4*19^2
2184	1355859684	135	2^2*3^2*17^2*19^4
2185	1358291025	243	3^8*5^2*7^2*13^2
2186	1358954496	125	2^24*3^4
2187	1364268096	231	2^6*3^10*19^2
2188	1366041600	891	2^10*3^2*5^2*7^2*11^2
2189	1368408064	75	2^14*17^4
2190	1370924676	225	2^2*3^4*11^4*17^2
2191	1372257936	245	2^4*3^6*7^6
2192	1372702500	405	2^2*3^2*5^4*13^2*19^2
2193	1378265625	147	3^6*5^6*11^2
2194	1378488384	567	2^6*3^2*7^2*13^2*17^2
2195	1382278041	45	3^14*17^2
2196	1382352400	225	2^4*5^2*11^2*13^4
2197	1386817600	315	2^6*5^2*7^4*19^2
2198	1388903824	105	2^4*7^2*11^6
2199	1394947801	21	13^6*17^2
2200	1398760000	315	2^6*5^4*11^2*17^2
2201	1400406084	297	2^2*3^10*7^2*11^2
2202	1401753600	585	2^12*3^4*5^2*13^2
2203	1405125225	225	3^4*5^2*7^4*17^2
2204	1406250000	165	2^4*3^2*5^10
2205	1409551936	105	2^6*13^2*19^4
2206	1411504900	135	2^2*5^2*13^2*17^4
2207	1415264400	675	2^4*3^4*5^2*11^2*19^2
2208	1416167424	255	2^16*3^2*7^4
2209	1423552900	189	2^2*5^2*7^6*11^2
2210	1425213504	315	2^6*3^2*11^4*13^2
2211	1428159681	135	3^4*13^2*17^2*19^2
2212	1428840000	735	2^6*3^6*5^4*7^2
2213	1433076736	165	2^10*7^2*13^4
2214	1436789025	135	3^2*5^2*7^2*19^4
2215	1437016464	195	2^4*3^12*13^2
2216	1444000000	189	2^8*5^6*19^2
2217	1445216256	315	2^14*3^6*11^2
2218	1445900625	125	3^4*5^4*13^4
2219	1446889444	243	2^2*7^2*11^2*13^2*19^2
2220	1450086400	351	2^12*5^2*7^2*17^2
2221	1452753225	225	3^4*5^2*7^2*11^4
2222	1455269904	225	2^4*3^2*11^2*17^4
2223	1460768400	675	2^4*3^2*5^2*7^4*13^2
2224	1463062500	315	2^2*3^4*5^6*17^2
2225	1467196416	495	2^10*3^4*7^2*19^2
2226	1474560000	285	2^18*3^2*5^4
2227	1475789056	81	2^8*7^8
2228	1477402969	45	7^2*17^4*19^2
2229	1480325625	135	3^8*5^4*19^2
2230	1482250000	315	2^4*5^6*7^2*11^2
2231	1484715024	225	2^4*3^2*13^4*19^2
2232	1486565136	405	2^4*3^8*7^2*17^2
2233	1490732100	567	2^2*3^6*5^2*11^2*13^2
2234	1495755625	135	5^4*7^2*13^2*17^2
2235	1499238400	195	2^12*5^2*11^4
2236	1502337600	567	2^6*3^2*5^2*17^2*19^2
2237	1506060864	525	2^6*3^4*7^4*11^2
2238	1511654400	363	2^10*3^10*5^2
2239	1512898816	243	2^8*11^2*13^2*17^2
2240	1514143744	69	2^22*19^2
2241	1520064144	175	2^4*3^6*19^4
2242	1521000000	441	2^6*3^2*5^6*13^2
2243	1522170225	105	3^6*5^2*17^4
2244	1524043521	135	3^2*7^2*11^2*13^4
2245	1527480889	45	11^4*17^2*19^2
2246	1528966404	189	2^2*3^2*7^6*19^2
2247	1534132224	255	2^16*3^4*17^2
2248	1536640000	275	2^10*5^4*7^4
2249	1536953616	225	2^4*3^8*11^4
2250	1542132900	729	2^2*3^2*5^2*7^2*11^2*17^2
2251	1544804416	49	2^6*17^6
2252	1545433344	567	2^8*3^6*7^2*13^2
2253	1546455625	75	5^4*11^4*13^2
2254	1549681956	57	2^2*3^18
2255	1550390625	135	3^4*5^8*7^2
2256	1554251776	171	2^18*7^2*11^2
2257	1560329001	189	3^6*7^2*11^2*19^2
2258	1561830400	297	2^10*5^2*13^2*19^2
2259	1563886116	105	2^2*3^4*13^6
2260	1568160000	675	2^8*3^4*5^4*11^2
2261	1575296100	405	2^2*3^8*5^2*7^4
2262	1576884100	135	2^2*5^2*11^2*19^4
2263	1582448400	675	2^4*3^4*5^2*13^2*17^2
2264	1592010000	675	2^4*3^2*5^4*7^2*19^2
2265	1594404900	189	2^2*3^2*5^2*11^6
2266	1594884096	189	2^20*3^2*13^2
2267	1598720256	405	2^8*3^2*7^4*17^2
2268	1600000000	117	2^12*5^8
2269	1601120196	243	2^2*3^8*13^2*19^2
2270	1603201600	567	2^6*5^2*7^2*11^2*13^2
2271	1607609025	117	3^12*5^2*11^2
2272	1610256384	351	2^12*3^2*11^2*19^2
2273	1610497161	105	3^4*7^6*13^2
2274	1617809284	135	2^2*7^2*13^4*17^2
2275	1625702400	675	2^14*3^4*5^2*7^2
2276	1630140625	63	5^6*17^2*19^2
2277	1631513664	441	2^6*3^6*11^2*17^2
2278	1634180625	225	3^2*5^4*7^4*11^2
2279	1634746624	135	2^8*7^2*19^4
2280	1637011600	225	2^4*5^2*7^2*17^4
2281	1640250000	315	2^4*3^8*5^6
2282	1645113600	405	2^8*3^2*5^2*13^4
2283	1650390625	33	5^10*13^2
2284	1652910336	405	2^8*3^2*7^2*11^4
2285	1656327204	405	2^2*3^4*7^2*17^2*19^2
2286	1660970025	243	3^2*5^2*11^2*13^2*19^2
2287	1662029824	195	2^12*7^4*13^2
2288	1664640000	495	2^10*3^2*5^4*17^2
2289	1666027489	27	7^8*17^2
2290	1666598976	273	2^6*3^12*7^2
2291	1672646404	75	2^2*11^4*13^4
2292	1676902500	675	2^2*3^4*5^4*7^2*13^2
2293	1677721600	81	2^26*5^2
2294	1678049296	225	2^4*7^4*11^2*19^2
2295	1684281600	567	2^8*3^6*5^2*19^2
2296	1686498489	55	3^10*13^4
2297	1692499600	225	2^4*5^2*11^4*17^2
2298	1693651716	63	2^2*3^2*19^6
2299	1694145600	441	2^6*3^2*5^2*7^6
2300	1696121856	495	2^10*3^4*11^2*13^2
2301	1701562500	243	2^2*3^2*5^8*11^2
2302	1706516100	297	2^2*3^10*5^2*17^2
2303	1707920929	45	11^2*13^2*17^4
2304	1709326336	135	2^14*17^2*19^2
2305	1712469924	225	2^2*3^4*11^4*19^2
2306	1714374025	75	5^2*7^4*13^4
2307	1719926784	171	2^18*3^8
2308	1721918016	567	2^6*3^2*7^2*13^2*19^2
2309	1722499009	35	7^6*11^4
2310	1726651809	45	3^14*19^2
2311	1728896400	945	2^4*3^6*5^2*7^2*11^2
2312	1730560000	225	2^14*5^4*13^2
2313	1731891456	225	2^8*3^4*17^4
2314	1734722500	225	2^2*5^4*7^4*17^2
2315	1742478049	21	13^6*19^2
2316	1744649361	189	3^6*7^2*13^2*17^2
2317	1747240000	315	2^6*5^4*11^2*19^2
2318	1754604544	297	2^10*7^2*11^2*17^2
2319	1755191025	225	3^4*5^2*7^4*19^2
2320	1763160100	243	2^2*5^2*13^2*17^2*19^2
2321	1764000000	567	2^8*3^2*5^6*7^2
2322	1767529764	405	2^2*3^2*7^4*11^2*13^2
2323	1770305625	225	3^4*5^4*11^2*17^2
2324	1774094400	567	2^6*3^8*5^2*13^2
